Movie,Review_Title,Review_Author,Review_Date,Review_Rating,Review,Rating,Tokens,Chunks,PCA1,PCA2,Kmean_2,Kmean_3,Kmean_4
DOA: Dead or Alive (2006) - IMDb, There's action ! There's bikinis! ..........and thats about it.,Merklin25,September/2006,3/10,"With its one dimensional characters and convoluted story, dead or alive was never really the best game to bring to the big screen . But nevertheless thanks to cory yune and a dubious ensemble cast, we now have a dead or alive movie. But is it any better than the corny trailers suggests ? The answer is NO .Like the games its based on there's plenty of scantily clad babes and over the top action but thats all there is. There's no sense of suspense, interesting characters or successful attempts at intentional humour- just over edited fights mixed with a healthy portion of T&A.Will the fans like it ? I can safely bet that once again the answer is no. Much like 94's street fighter movie, the characters are brought to life through a horribly mismatched cast decked out in cheesy cosplay outfits- only the most die-hard fans will be completely happy with this one.DOA isn't completely terrible. The few fights that aren't edited to death are pretty good , and there's lots of laughs to be had from the corny acting and dialogue- but its overall buffoonery doesn't raise it above trashy ""midnight movie on cable"" status.Its one for horny teens and dead or alive completists only.",0,"[one, dimensional, character, convolute, story, dead, alive, never, really, best, game, bring, big, screen, nevertheless, thanks, cory, yune, dubious, ensemble, cast, dead, alive, movie, better, corny, trailer, suggests, answer, game, base, plenty, scantily, clad, babe, top, action, sense, suspense, interest, character, successful, attempt, intentional, edit, fight, mixed, healthy, portion, fan, like, safely, bet, answer, much, like, street, fighter, movie, character, brought, life, horribly, mismatch, cast, deck, cheesy, cosplay, fan, completely, happy, completely, terrible, fight, edit, death, pretty, good, lot, laugh, corny, act, overall, buffoonery, raise, trashy, midnight, movie, cable, one, horny, teen, dead, alive, completists]","[with, its one dimensional characters, convoluted story, dead, alive, was, never really, the best game, to, bring, to, the big screen, nevertheless thanks, to, cory, yune and a dubious ensemble cast, we, now have, dead or, alive movie, is, it, better, than, the corny trailers, suggests, the answer, is, no .like the games its, based, on, is plenty, of, scantily clad, babes, over, the top action, is, is, is, no sense, of, suspense, interesting characters, successful attempts, at, intentional humour, just, over, edited, fights, mixed, with, a healthy portion, of, t&a.will, the fans, like, it, i, can, safely, bet, that, once again, the answer, is, much, like, street fighter movie, the characters, are brought, to, life, through, horribly mismatched, cast, decked, out in, cheesy cosplay outfits, only, the most die-hard fans, will be, completely happy, with, this one.doa, is, not completely terrible, the few fights, are not edited, to, death are, pretty good, is, lots, laughs, to, be had, from, the corny acting, ...]",0.050206662301408904,-0.0762128483182908,0,0,0
Dabangg 2 (2012) - IMDb, Are we that dumb?,abhishekkr2-122,December/2012,1/10,"Dabangg had a good storyline but not that good, you cannot clear 2 movies from that same story. Dabangg 2 has no story, only action. It seems like nowadays money has no meaning, it can be wasted like throwing it down the drain.Actually, it has nothing so you cannot criticize anything out of it. It is so stupid that you'll feel like one when you try to judge it in terms of good or bad. The makers of this movie knew that this stew is overcooked, so they started making money by roping small brands and advertising in the movie itself.Sometimes I feel like, ""are we so dumb that we'll let this movie earn hundreds of crores?"". Someone has written aptly that this movie makes dabangg look like a masterpiece.",0,"[dabangg, good, storyline, good, clear, movie, story, dabangg, story, action, seems, like, nowadays, money, meaning, waste, like, throw, nothing, criticize, anything, stupid, feel, like, one, try, judge, term, good, bad, maker, movie, knew, stew, overcook, start, make, money, rope, small, brand, advertising, movie, feel, like, dumb, let, movie, earn, hundred, crore, someone, write, aptly, movie, make, dabangg, look, like, masterpiece]","[dabangg, had, a good storyline, not, that, good, you, cannot, clear, 2 movies, from that, same story, dabangg, has, no story, only action, it, seems, like, nowadays money, has, no meaning, it, can be wasted, like, throwing, it, drain.actually, it, has, nothing, so, you, cannot criticize anything, out of, it, it, is, so stupid, that, you, will feel, like, when, you, try, to, judge, it, in, terms, of, good or bad, the makers, of, this movie, knew, that, this stew, is overcooked, so, they, started making, money, by, roping, small brands, advertising, in, the movie itself.sometimes, i feel, like, are, we, so dumb, that, we, will let, this movie earn hundreds, of, crores, someone, has written, aptly, that, this movie, makes, dabangg look, like, a masterpiece]",0.14909536842069682,-0.0011910649396621783,0,2,2
Dance Flick (2009) - IMDb, Welcome back Wayanes',vaqt24,May/2009,9/10,"I actually signed up for my IMDb subscription just to comment on this movie. I saw it last night and I LOVED it! Was it a great movie? no, of course not. But it was GREAT FUN! Amy Sedaris (sp?) alone is worth a trip to the theater. This is the kind of movie that cynics will crucify before they even see it. I suggest if you are having a long, tough week... You go out and rent ""Save the Last Dance"" and ""You got Served"" then watch this movie right after those.I haven't laughed this much in a long time. And the last few scenes are classic. If you loved the original Scary Movies and hated all of the spin offs (which the Wayans' didn't make) then this will be a treat for you.ps. do NOT bring the kids. This is PG 13, but it is almost as racy as the original scary movie.",1,"[actually, sign, imdb, subscription, comment, movie, saw, last, night, love, great, movie, course, great, fun, amy, sedaris, sp, alone, worth, trip, theater, kind, movie, cynic, crucify, even, see, suggest, long, tough, week, go, rent, save, last, dance, get, serve, watch, movie, right, laugh, much, long, time, last, scene, classic, love, original, scary, movie, hat, spin, offs, wayans, make, treat, bring, kid, pg, almost, racy, original, scary, movie]","[i, actually signed, up for, my imdb subscription, just, to, comment, on, this movie, i, saw, it last night, i, loved, it, was, it a great movie, of, course, not, it, was, great fun, amy sedaris, sp, alone is worth, a trip, to, the theater, is, the kind, of, movie, that, cynics, will crucify, before, they, even see, it, i, suggest, if, you, are having, a long, tough week, you, go, out, rent, save, the last dance, you, got served, then watch, this movie right, after, those.i have, not laughed, this much, in, a long time, the last few scenes, are, classic, if, you, loved, the original scary movies, hated, all of, the spin offs, which the wayans, did not make, then, will be, treat, for, you.ps, do not bring, the kids, is pg, it, is, almost as racy, as, the original scary movie]",0.15584865297536102,0.03981399394405669,0,2,2
Dance Flick (2009) - IMDb," Dance Flick did not ""step up"" like it should have",Smells_Like_Cheese22,May/2009,2/10,"With the recent disappointments that have been in the spoof movie genre, we needed something fresh and funny, well we're not getting that obviously. But ever since the Friedberg/Seltzer team has joined in the ""I can make a movie too"" bandwagon, we were begging the Waynes Brothers to come back. The last really funny spoof movies are the Scary Movie series, they were clever and in our faces about the clichés in horror movies. The past few years we have had a major thing with dance movies like: Save the Last Dance, Step Up, Stomp the Yard, You Got Served, Honey, etc. Leave it to the Wayanes Brothers to finally put this genre in it's over clichéd and overused scripts in it's place. Unfortunately Dance Flick did not meet my expectations, it was one of those movies that used all the funny clips in the trailer. I can't even believe how many problems there was with this movie, wither it's the editing, acting, or direction, Dance Flick is a let down.Megan is a former dancer who goes to a new school where everyone can magically sing and dance. She meets some new friends like Tracy, Charity and Thomas who is in a street dance gang. When Thomas and Megan connect they must face their ""impossible"" dreams together. Trying to ""bring it"", they work together to bring the ultimate dance group together. They also must face the difficulty of having a inter-racial relationship, as black women and white men passing them by, they try to pretend their love isn't real. But will they put all aside to help Thomas and his crew win the five grand to pay back his sponsor? Well, if you've see the ""dance flicks"" of the past decade, you know how it goes.Now for some odd reason I did get a few laughs out of a stupid movie like Meet the Spartans, but that was because I kept my expectations low and knew what I was going into. With Dance Flick it was completely different, I was really excited because we have a really funny team working on the film. But they relied too much on the gross jokes, instead of getting a laugh from them, they keep pushing on the gross jokes too much on the audience and it just didn't work. The actors seemed to force their comedy too much as well where they were just not funny. The movie was also, like most spoof movies, was way too short as well, the stories didn't make sense and were just too random. I'm sorry to say that Dance Flick is just a bad movie, it has a couple giggles here and there, but the audience was silent throughout most of the film. I'd say to skip the movie, if you really want to see it, go for the rental.2/10",0,"[recent, disappointment, spoof, movie, genre, need, something, fresh, funny, well, get, obviously, ever, since, team, join, make, movie, bandwagon, beg, wayne, brother, come, back, last, really, funny, spoof, movie, scary, movie, series, clever, face, clichés, horror, movie, past, year, major, thing, dance, movie, like, save, last, dance, step, stomp, yard, get, serve, honey, etc, leave, wayanes, brother, finally, put, genre, clichéd, overuse, script, place, unfortunately, dance, flick, meet, expectation, one, movie, use, funny, clip, trailer, even, believe, many, problem, movie, wither, edit, act, direction, dance, flick, let, former, dancer, go, new, school, everyone, magically, sing, dance, meet, new, friend, like, ...]","[with, the recent disappointments, have been, in, the spoof movie genre, we, needed, something, fresh and funny, well, we, are not getting, that, obviously, ever, since, the friedberg/seltzer team, has joined, in, i, can make, a movie, too, bandwagon, we, were begging, the waynes brothers, to, come, back, the last really funny spoof movies, are, the scary movie series, they, were, clever, in, our faces, about, the clichés, in, horror movies, the past few years we, have had, a major thing, with, dance movies, like, save, the last dance, step, up, stomp, the yard, you, got served, honey, leave, it, to, the wayanes brothers, to, finally put, this genre, in, it, is, over, clichéd, overused, scripts, in, it, is place, unfortunately dance flick, did not meet, my expectations, it, was, of, those movies, that, used, all the funny clips, in, the trailer, i, cannot even believe, how, many problems, there was, with, this movie, wither, it, is, the editing, acting, direction, dance flick, ...]",0.12459550888152489,0.032255307754258083,0,2,2
Dangal (2016) - IMDb, The Asian Film of 2017! Thank you for the Crew and Casts! Great!,hilaryswank20115,October/2017,10/10,"Mahavir Singh Phogat teaches his two daughters to be international wrestling players of India! This is a simple and impressive story. And they finally defeat UK on the wrestling match. 
I think this is India's 'Yip Man'! This kind of nationalism is healthy and is beneficial to all audiences without background considerations. The film length is also accurate. Growing courses of protagonists need 160 minutes. And emotional responses to their tragic mistakes are well described by the talented actors in detail. Audiences can fully engage in this film. 
A lot of Asian audiences have bias against Indian films that their films are just dances and songs for two hours or more, however there is the perfect construction of story with minimalist use of songs and musics. 
This quality is higher than any Japanese films of today! Indian filmmakers should keep this high quality of film content! It is competitive to Hollywood films. At the end of the film, it is full of enlightenment, the most important thing in life is not 'thing' but it is a human relationship with emotion. If you are true to your families' goodness and emotion, you'll find the best solution of your problem. Even though you fail in this way, your family relationship will only be enhanced as the result of your effort and sincereness. This what this film tells you! 
Thank you!",1,"[mahavir, singh, phogat, teach, two, daughter, international, wrestling, player, india, simple, impressive, story, finally, defeat, uk, wrestling, match, think, india, man, kind, nationalism, healthy, beneficial, audience, without, background, consideration, film, length, also, accurate, grow, course, protagonist, need, minute, emotional, response, tragic, mistake, well, described, talented, actor, detail, audience, fully, engage, film, lot, asian, audience, bias, indian, film, film, dance, song, two, hour, however, perfect, construction, story, minimalist, use, song, music, quality, high, japanese, film, today, indian, filmmaker, keep, high, quality, film, content, competitive, hollywood, film, end, film, full, enlightenment, important, thing, life, human, relationship, emotion, true, family, goodness, emotion, find, ...]","[mahavir singh phogat, teaches, his two daughters, to, be, international wrestling players, of, india, is, simple and, impressive story, they, finally defeat uk, on, wrestling, match, i, think, is, india, yip man, this kind, of, nationalism, is, healthy, is, beneficial, to, all audiences, without, background considerations, the film length, is, also accurate, growing, courses, of, protagonists, need, 160 minutes, emotional responses, to, their tragic mistakes, are well described, by, the talented actors, in, detail, audiences, can fully engage, in, this film, a lot, of, asian audiences, have bias, against, indian films, that, their films, are, just dances, songs, for, two hours, more, however, is, the perfect construction, of, story, with, minimalist use, of, songs and musics, this quality, is, higher, than, any japanese films, of, today, indian filmmakers, should keep, this high quality, of, film content, it, is, competitive, to, hollywood, films, at, the end, of, the film, it, is, ...]",-0.22878195246156888,0.022105592456960033,1,1,1
Dangal (2016) - IMDb, Over-hyped by Patriots .. Average Movie......Nowhere near what everyone is making it out to be.,aeykeay1,January/2017,3/10,"Story : Good Screenplay : Good Direction: Average Actors: All acted ordinarily except Aamir who was above average due to few heart touching scenes. Music: Effective/GoodToo much hype by patriots not knowing a good movie from a bad, who are simply echoing the same words uttered by the bollywood celebs for their friend Aamir. I felt the movie was very predictable with lots of scenes were altered from reality for entertainment purposes. Yes it has emotions, comedy, action etc. but is not a true movie at all except a few scenes such as fight sequences. I believe a lot of people are just going to watch this due to the word of mouth coming from other bollywood celebs promoting the movie left right and centre. The whole of India if not the world had more time at their hands due to the holiday season and everyone from marketing team to film producers, directors, actors, friends, media just went all out promoting this movie for Aamir and his production house and all they did is enjoyed people spending their hard earned moola on this average movie.",0,"[story, good, screenplay, good, direction, average, actor, act, ordinarily, except, aamir, average, due, heart, touch, scene, music, much, hype, patriot, know, good, movie, bad, simply, echo, word, uttered, bollywood, celebs, friend, aamir, felt, movie, predictable, lot, scene, alter, reality, entertainment, purpose, yes, emotion, comedy, action, etc, true, movie, except, scene, fight, sequence, believe, lot, people, go, watch, due, word, mouth, come, bollywood, celebs, promote, movie, left, right, centre, whole, india, world, time, hand, due, holiday, season, everyone, marketing, team, film, producer, director, actor, friend, medium, go, promote, movie, aamir, production, house, enjoy, people, spending, hard, earn, moola, average, movie]","[story, good screenplay, good direction, average actors, acted, ordinarily, except, aamir, was, above, average due, to, few, heart, touching, scenes, music, effective/goodtoo much hype, by, patriots, not knowing, a good movie, from, a bad, are simply echoing, the same words, uttered, by, the bollywood celebs, for, their friend aamir, i, felt, the movie, was, very predictable, with, lots, of, scenes, were altered, from, reality, for, entertainment purposes, it, has, emotions, comedy, action, is, not, a true movie, at, all except, a few scenes, such, as, fight sequences, i, believe, a lot, of, people, are just going, to, watch, due, to, the word, of, mouth, coming, from, other bollywood celebs, promoting, the movie, left, right and centre, the whole, of, india, if, not, the world, had, more time, at, their hands, due, to, the holiday season, everyone, from, marketing team, to, film, producers, directors, actors, ...]",0.09724135339525956,-0.06988110107840116,0,0,0
Deadpool (2016) - IMDb," Highly over-praised. Not a complete trash, but barely okay.",NpMoviez12,June/2018,6/10,"""Deadpool"" is a very fun movie. After the characterization of Deadpool I saw in ""X-Men Origins: Wolverine"", I never wanted a Deadpool movie. I got one. It didn't disappoint. But at the same time I feel it is one of the most over-praised movies of all times. I don't hate this movie at all, but at the same time, I don't like it either. The majority of it is entertaining. What works? First and foremost, the character - Deadpool. This hilarious and goofy badass merc with a mouth is something I really liked. His jokes, punchlines and fourthwall breaking humor lands perfectly. Secondly, the non linear storytelling. If this movie had a linear storytelling, it wouldn't have been half as entertaining as it is. Thirdly, the hilarious character moments and slapstick comedy. The character interaction between Deadpool and some of the ""X-Men"", and Francis, and Dopinder, and Negasonic are funny and entertaining - sometimes involving some slapsticky things which are grose and graphic but solely due to Deadpool's mutation, makes it funny. The fourth wall break - take this element out, the movie is totally incomplete. Action scenes - pretty good, especially the first one. But that's all I liked about it. What bothered? A lot of things. It takes too much of liberty, due to the fourth wall breaking elements it has. It uses a number of movie clichés of the superhero genre and mock them by breaking the fourth wall. That surely is hilarious, but doesn't change the fact that the movie had a lazy writing. Also the plot is a typical superhero origins stuff, a little more romantic, though. None of the plotlines were exciting or intriguing. It felt good just because of the way the character Deadpool was written. Else, every one of them were simply clichéd materials. It felt as if we had to accept whatever was shoved down our throats and we had all the fourth wall breaks to cover it up. That felt like an overconfidence in the part of the makers. Also, one particular scene involving Deadpool and the villain feels too stretched. If it wasn't there, we won't have a third act. Why are people intentionally looking over these? I am completely surprised to see a bunch of people saying this is the greatest superhero film ever. It isn't bad, and doesn't suck. That's all. I can name a whole lot of superhero movies much better than this - ""The Dark Knight"" (2008), ""Spider-Man"" (2002), "" Spider-Man 2"" (2004), ""Logan"" (2017), ""Avengers: Infinity War"" (2018), ""Deadpool 2"" (2018), ""Captain America: Civil War"" (2016), ""X-Men: First Class"" (2011), ""X-Men: Days of Future Past"" (2014), ""X-Men"" (2000), ""Batman Begins"" (2005), ""The Dark Knight Rises"" (2012), ""Unbreakable"" (2000), ""The Avengers"" (2012), ""Wonder Woman"" (2017), ""X2: X-Men United"" (2003), ""Thor: Ragnarok"" (2017), etc. So, I absolutely don't feel that it being called ""the greatest superhero film"" is apt. In the end, it is essential to say that Ryan Reynolds is absolutely great as Wade Wilson/Deadpool. No one should replace him as Deadpool.Score : 6.3/10Grade : B-Label : Entertaining for single or occasional views",1,"[deadpool, fun, movie, characterization, deadpool, saw, origin, wolverine, never, want, deadpool, movie, get, one, disappoint, time, feel, one, movie, time, hate, movie, time, like, either, majority, entertain, work, first, foremost, character, deadpool, hilarious, goofy, badass, merc, mouth, something, really, like, joke, punchlines, fourthwall, break, humor, land, perfectly, secondly, non, linear, storytelling, movie, linear, storytelling, would, half, entertain, thirdly, hilarious, character, moment, slapstick, comedy, character, interaction, deadpool, francis, dopinder, negasonic, funny, entertain, sometimes, involve, slapsticky, thing, grose, graphic, solely, due, deadpool, mutation, make, funny, fourth, wall, break, take, element, movie, totally, incomplete, action, scene, pretty, good, especially, first, one, like, bother, ...]","[deadpool, is, a very fun movie, after, the characterization, of, deadpool i, saw, in, x-men origins, wolverine, i, never wanted, a deadpool movie, i, got, it, did not disappoint, at, the same time i feel it, is, of, the most over-praised movies, of, all times, i, do not hate, this movie, at, at, the same time, i, do, not, like, it, either, the majority, of, it, is entertaining, works, first and foremost, the character, deadpool, hilarious and, goofy badass merc, with, a mouth, is something, i, really liked, his jokes, punchlines and fourthwall, breaking, humor lands, perfectly, secondly, linear storytelling, if, this movie, had, a linear storytelling, it, would not have been, half, as entertaining, as, it, is, thirdly, the hilarious character moments, slapstick comedy, the character interaction, between, deadpool and some of, x-men, francis, dopinder, negasonic are, funny, entertaining, sometimes involving, some slapsticky things, are, grose and graphic but solely due, to, deadpool, mutation, makes, it, funny, the fourth wall break, take, this element, out, the movie, is, totally incomplete, action scenes, ...]",0.03790798174470911,-0.001911939485444778,0,0,0
Deadpool (2016) - IMDb, Boring and Pointless,bsingh_p22,February/2016,1/10,"One word describes this movie - pointless.Wow, this film was incredibly boring. People are hyping this movie over nothing. The story is so simple and boring. It didn't even feel like I was watching a thought-provoking movie, more like a short and simple TV series with an unfunny, forced and pointless main character on his pointless adventure to fight forgettable and pointless villains. The X-men were pointless as well. They didn't add anything to the story. They only assisted Deadpool with fighting the villains when their original goal was to have deadpool work for them. They happily accepted Deadpool as a murderer and wished a murderer to join them. The only okay point in this movie was the action. However, the action still could have been better as it felt very rushed at times, and at other times very short and at times it lacked in good choreography. It didn't feel intense at all, more like you know the villains are going to fail very easily.I also hated the use of childish words being used quite a bit to explain the purpose of the weapon x program e.g. ""superheroes"", ""superslaves"" etc. What are these villains even doing? There was nothing deep and meaningful behind the program and these villains. The story was lacking in too many ways. The world felt very empty and hollow.Looks like people are very cheap and easy nowadays that they would enjoy anything just because it is r-rated. That is the truth, that is the only reason this movie has such a high rating because of the use of ""F"" words and other vulgar words, it has sex and nude scenes and it is gory and violent. None of this is new. Again, the Story and Characters are terrible.",0,"[one, word, describes, movie, film, incredibly, boring, people, hype, movie, nothing, story, simple, boring, even, feel, like, watch, movie, like, short, simple, tv, series, unfunny, force, pointless, main, character, pointless, adventure, fight, forgettable, pointless, villain, pointless, well, add, anything, story, assist, deadpool, fight, villain, original, goal, deadpool, work, happily, accept, deadpool, murderer, wish, murderer, join, okay, point, movie, action, however, action, still, could, better, felt, rush, time, time, short, time, lack, good, choreography, feel, intense, like, know, villain, go, fail, also, hat, use, childish, word, use, quite, bit, explain, purpose, weapon, x, program, superheroes, superslaves, etc, villain, even, nothing, deep, ...]","[one word, describes, this movie, pointless.wow, this film, was, incredibly boring, people, are hyping, this movie, over, nothing, the story, is, so simple and boring, it, did not even feel, like, i, was watching, a thought-provoking movie, more, like, short and, simple tv series, with, an unfunny, forced, pointless main character, on, his pointless adventure, to, fight, forgettable and, pointless villains, the x-men, were, pointless, as, well, they, did not add, anything, to, the story, they, only assisted, deadpool, with, fighting, the villains, when, their original goal, was, to, have, deadpool work, for, them, they, happily accepted, deadpool, as, a murderer, wished, a murderer, to, join, them, the only okay point, in, this movie, was, the action, however, the action, still could have been, better, as, it, felt very rushed, at, times, at, other times, very short, at, times it, lacked, in, good choreography, it, did not feel, intense, at, more, like, you, know, the villains, ...]",0.057520732146891386,0.00740926548678334,0,2,2
Delta Farce (2007) - IMDb, Don't Overthink this!,nabor72,October/2007,7/10,"After reading the various comments for this, it seems that most viewers have allowed others to do their thinking for them. This movie is not ""To Kill a Mockingbird"" or ""The Sound of Music"", it is a movie made by redneck comedians dedicated to our real fighting men and women. Anyone who has ever been in combat knows that humor is where you find it, and this movie has a lot of it, if you keep your mind open. This database is an amazing tool. If you look at other movies commented on by users who didn't like this movie, the majority haven't liked other inane titles with the same bent of humor. I don't pay theater prices to see a movie. They are a ripoff especially when most movie goers are rude, inconsiderate slobs. I guess my point is that if a person doesn't like this type of movie why pay the money to hate something you have predetermined to hate? The trailer was enough to know how the movie would be.If you like to be entertained and don't want or have to think, this is an excellent movie",1,"[reading, various, comment, seems, viewer, allow, others, think, movie, kill, mockingbird, sound, music, movie, make, redneck, comedian, dedicate, real, fight, men, woman, anyone, ever, combat, know, humor, find, movie, lot, keep, mind, open, database, amaze, tool, look, movie, comment, user, like, movie, majority, like, inane, title, bent, humor, pay, theater, price, see, movie, ripoff, especially, movie, goer, rude, inconsiderate, slob, guess, point, person, like, type, movie, pay, money, hate, something, predetermine, hate, trailer, enough, know, movie, would, like, entertain, want, think, excellent, movie]","[after, reading, the various comments, for, it, seems, that, most, viewers, have allowed, others, to, do, their thinking, for, them, this movie, is, not, to, kill, a mockingbird, the sound, of, music, it, is, a movie, made, by, redneck comedians, dedicated, to, our real fighting men, women, anyone, has ever been, in, combat, knows, that, humor, is, where, you, find, it, this movie, has, a lot, of, it, if, you, keep, your mind, open, this database, is, an amazing tool, if, you, look, at, other movies, commented, on by, users, did, not, like, this movie, the majority, have not liked, other inane titles, with, the same, bent, of, humor, i, do not pay, theater prices, to, see, a movie, they, are, a ripoff, especially when, most, movie goers, are, rude, inconsiderate, slobs, i, guess, my point, is, ...]",0.2608298349504083,0.05146726837644031,0,2,2
Delta Farce (2007) - IMDb, Good Movie,bob68k16,October/2007,5/10,"Listen, this movie does have some comedy in it. It is what it is, and knowing the main characters and subject you are getting what you expect to get. This movie starts out a little slow but eventually builds up into a film that can hold it's own. This movie was fluid enough to keep me entertained and laughing here and there so it's not half bad. The fight scenes are good for the men. There is a romantic side of the movie too for the women,and a cultural touch as well. It is also very patriotic in the sense that it's a military movie and I'm sure many GI's will enjoy this movie too. Give it a chance if you have 90 minutes of free time, you may be surprised.",0,"[listen, movie, comedy, know, main, character, subject, get, expect, get, movie, start, little, slow, eventually, build, film, hold, movie, fluid, enough, keep, entertain, laugh, half, bad, fight, scene, good, men, romantic, side, movie, woman, cultural, touch, well, also, patriotic, sense, military, movie, sure, many, gi, enjoy, movie, give, chance, minute, free, time, may, surprised]","[listen, this movie does, have, some comedy, in, it, it, is, it, is, knowing, the main characters, subject you, are getting, you, expect, to, get, this movie, starts, a, little slow, eventually builds, up into, a film, that can hold, it, is, own, this movie, was fluid, enough, to, keep, me, entertained, laughing, here, so, it, is, not half, bad, the fight scenes, are, good, for, the men, is, a romantic side, of, the movie, too, for, women,and, a cultural touch, as, well, it, is, also very patriotic, in, the sense, that, it, is, a military movie, i, am, sure many gi, will, enjoy this movie, too, give, it a chance, if, you, have, 90 minutes, of, free time, you, may be surprised]",0.20875051741672018,0.04078020556055391,0,2,2
